"Site","LC_Fluxnet","lon","lat","LC_MCD12Q1_2021","ENF","EBF","DNF","DBF","MF","CSH","OSH","WSA","SAV","GRA","WET","CRO","URB","CVM","SNO","BSV","WAT"
"US-ARM","CRO",-97.4888,36.6058,"CRO",0,0,0,0,0,0,0,0,0,24.0416666666667,0,75.7708333333333,0.1875,0,0,0,0
"US-ARb","GRA",-98.0402,35.5497,"CRO",0,0,0,0,0,0,0,0,0.0208333333333333,45.6805555555556,0.0208333333333333,53.6111111111111,0.631944444444444,0,0,0.00694444444444444,0.0277777777777778
"US-ARc","GRA",-98.04,35.5465,"CRO",0,0,0,0,0,0,0,0,0.0208333333333333,45.6805555555556,0.0208333333333333,53.6111111111111,0.631944444444444,0,0,0.00694444444444444,0.0277777777777778
"US-Blo","ENF",-120.6328,38.8953,"WSA",19,0.229166666666667,0,0,0.0208333333333333,0,0.0277777777777778,27.1180555555556,36.9513888888889,15.7291666666667,0.166666666666667,0,0,0,0,0.659722222222222,0.0972222222222222
"US-Cop","GRA",-109.39,38.09,"GRA",0,0,0,0,0,0,54.9097222222222,0,0,44.875,0,0,0,0,0,0.215277777777778,0
"US-GBT","ENF",-106.2397,41.3658,"GRA",0.916666666666667,0,0,0,0,0,0.0138888888888889,18.9722222222222,0.319444444444444,78.6041666666667,0.0555555555555556,0.763888888888889,0,0,0,0.284722222222222,0.0694444444444444
"US-GLE","ENF",-106.2399,41.3665,"GRA",0.916666666666667,0,0,0,0,0,0.0138888888888889,18.9722222222222,0.319444444444444,78.6041666666667,0.0555555555555556,0.763888888888889,0,0,0,0.284722222222222,0.0694444444444444
"US-Ha1","DBF",-72.1715,42.5378,"DBF",0.0208333333333333,0,0.0694444444444444,58.3055555555556,30.9444444444444,0,0,6.31944444444444,0.0625,0.868055555555556,0.0138888888888889,0.173611111111111,3,0.0138888888888889,0,0,0.208333333333333
"US-KS2","CSH",-80.6715,28.6086,"SAV",0.0416666666666667,8.27777777777778,0,0.118055555555556,0.0625,0,0,13.4166666666667,8.53472222222222,0.319444444444444,5.80555555555556,0.00694444444444444,2.27777777777778,0,0,0,61.1388888888889
"US-Los","WET",-89.9792,46.0827,"WSA",0,0,0,44.7222222222222,34.5555555555556,0,0,19.2847222222222,0.00694444444444444,0.263888888888889,0.145833333333333,0.0347222222222222,0.291666666666667,0,0,0,0.694444444444444
"US-MMS","DBF",-86.4131,39.3232,"DBF",0.0138888888888889,0,0.0416666666666667,45.5625,0.0486111111111111,0,0,11.8402777777778,2.59722222222222,1.23611111111111,0.0694444444444444,30.3541666666667,1.68055555555556,6.52777777777778,0,0,0.0277777777777778
"US-Me1","ENF",-121.5,44.5794,"WSA",68.3611111111111,0.104166666666667,0,0.555555555555556,3.03472222222222,0,0,8.31944444444444,2.04166666666667,12.5208333333333,0.173611111111111,2.89583333333333,0.409722222222222,0.895833333333333,0.0486111111111111,0.527777777777778,0.111111111111111
"US-Me2","ENF",-121.5574,44.4523,"ENF",8.33333333333333,0,0,0,0,0,0,6.98611111111111,4.28472222222222,75.9236111111111,0.486111111111111,2.71527777777778,0.833333333333333,0,0,0.4375,0
"US-Me6","ENF",-121.6078,44.3233,"WSA",8.33333333333333,0,0,0,0,0,0,6.98611111111111,4.28472222222222,75.9236111111111,0.486111111111111,2.71527777777778,0.833333333333333,0,0,0.4375,0
"US-Myb","WET",-121.7651,38.0498,"GRA",2.875,0.0694444444444444,0,0.0416666666666667,0.00694444444444444,1.56944444444444,0.0486111111111111,6.45138888888889,13.2222222222222,33.4513888888889,2.86805555555556,27.0555555555556,7.68055555555556,0.263888888888889,0,0.0486111111111111,4.34722222222222
"US-NR1","ENF",-105.5464,40.0329,"ENF",1.98611111111111,0,0,0,0,0,0,38.1180555555556,5.30555555555556,50.1527777777778,0.340277777777778,0.465277777777778,1.95138888888889,0.00694444444444444,0,1.17361111111111,0.5
"US-Ne1","CRO",-96.4766,41.1651,"CRO",0,0,0,0.0277777777777778,0,0,0,0.0347222222222222,0.0277777777777778,1.05555555555556,0.256944444444444,97.8541666666667,0.625,0.118055555555556,0,0,0
"US-Ne2","CRO",-96.4701,41.1649,"CRO",0,0,0,0.0277777777777778,0,0,0,0.0347222222222222,0.0277777777777778,1.05555555555556,0.256944444444444,97.8541666666667,0.625,0.118055555555556,0,0,0
"US-Ne3","CRO",-96.4397,41.1797,"CRO",0,0,0,0.0277777777777778,0,0,0,0.0347222222222222,0.0277777777777778,1.05555555555556,0.256944444444444,97.8541666666667,0.625,0.118055555555556,0,0,0
"US-ORv","WET",-83.0183,40.0201,"URB",0,0,0,0.666666666666667,0,0,0,0.263888888888889,1.65277777777778,0.625,0.291666666666667,85.8472222222222,8.29166666666667,2.17361111111111,0,0,0.1875
"US-PFa","MF",-90.2723,45.9459,"WSA",0,0,0,36.9652777777778,25.6388888888889,0,0,36.1041666666667,0,0.215277777777778,0.152777777777778,0.0277777777777778,0.409722222222222,0,0,0,0.486111111111111
"US-SRG","GRA",-110.8277,31.7894,"GRA",0.666666666666667,0,0,0,0,0,54.0972222222222,0.6875,1.8125,40.0555555555556,0,0.0833333333333333,1.23611111111111,0,0,1.36111111111111,0
"US-SRM","WSA",-110.8661,31.8214,"GRA",0.666666666666667,0,0,0,0,0,54.0972222222222,0.6875,1.8125,40.0555555555556,0,0.0833333333333333,1.23611111111111,0,0,1.36111111111111,0
"US-Syv","MF",-89.3477,46.242,"MF",0.0347222222222222,0,0,60.8333333333333,30.7708333333333,0,0,6.85416666666667,0.0208333333333333,0.173611111111111,0.0833333333333333,0,0.0486111111111111,0,0,0,1.18055555555556
"US-Ton","WSA",-120.966,38.4316,"SAV",14.0347222222222,0.145833333333333,0,0,0.0347222222222222,0.0833333333333333,0.465277777777778,34.0694444444444,16.5833333333333,31.5694444444444,0.611111111111111,1.20138888888889,0.951388888888889,0,0,0.0833333333333333,0.166666666666667
"US-Tw1","WET",-121.6469,38.1074,"GRA",2.875,0.0694444444444444,0,0.0416666666666667,0.00694444444444444,1.56944444444444,0.0486111111111111,6.45138888888889,13.2222222222222,33.4513888888889,2.86805555555556,27.0555555555556,7.68055555555556,0.263888888888889,0,0.0486111111111111,4.34722222222222
"US-Tw2","CRO",-121.6433,38.1047,"GRA",2.875,0.0694444444444444,0,0.0416666666666667,0.00694444444444444,1.56944444444444,0.0486111111111111,6.45138888888889,13.2222222222222,33.4513888888889,2.86805555555556,27.0555555555556,7.68055555555556,0.263888888888889,0,0.0486111111111111,4.34722222222222
"US-Tw3","CRO",-121.6467,38.1159,"CRO",2.875,0.0694444444444444,0,0.0416666666666667,0.00694444444444444,1.56944444444444,0.0486111111111111,6.45138888888889,13.2222222222222,33.4513888888889,2.86805555555556,27.0555555555556,7.68055555555556,0.263888888888889,0,0.0486111111111111,4.34722222222222
"US-Tw4","WET",-121.6414,38.103,"GRA",2.875,0.0694444444444444,0,0.0416666666666667,0.00694444444444444,1.56944444444444,0.0486111111111111,6.45138888888889,13.2222222222222,33.4513888888889,2.86805555555556,27.0555555555556,7.68055555555556,0.263888888888889,0,0.0486111111111111,4.34722222222222
"US-Twt","CRO",-121.653,38.1087,"CRO",2.875,0.0694444444444444,0,0.0416666666666667,0.00694444444444444,1.56944444444444,0.0486111111111111,6.45138888888889,13.2222222222222,33.4513888888889,2.86805555555556,27.0555555555556,7.68055555555556,0.263888888888889,0,0.0486111111111111,4.34722222222222
"US-UMB","DBF",-84.7138,45.5598,"DBF",0.840277777777778,0,0.0347222222222222,14.25,3.24305555555556,0,0,18.3888888888889,1.39583333333333,3.28472222222222,2.125,0.0833333333333333,0.486111111111111,0.0416666666666667,0,0.0972222222222222,55.7291666666667
"US-UMd","DBF",-84.6975,45.5625,"DBF",0.840277777777778,0,0.0347222222222222,14.25,3.24305555555556,0,0,18.3888888888889,1.39583333333333,3.28472222222222,2.125,0.0833333333333333,0.486111111111111,0.0416666666666667,0,0.0972222222222222,55.7291666666667
"US-Var","GRA",-120.9507,38.4133,"GRA",14.0347222222222,0.145833333333333,0,0,0.0347222222222222,0.0833333333333333,0.465277777777778,34.0694444444444,16.5833333333333,31.5694444444444,0.611111111111111,1.20138888888889,0.951388888888889,0,0,0.0833333333333333,0.166666666666667
"US-WCr","DBF",-90.0799,45.8059,"DBF",0,0,0,36.9652777777778,25.6388888888889,0,0,36.1041666666667,0,0.215277777777778,0.152777777777778,0.0277777777777778,0.409722222222222,0,0,0,0.486111111111111
"US-Whs","OSH",-110.0522,31.7438,"GRA",0.0138888888888889,0,0,0,0,0,60.0694444444444,0.0486111111111111,0.0138888888888889,39.0069444444444,0,0.0138888888888889,0.833333333333333,0,0,0,0
"US-Wi0","ENF",-91.0814,46.6188,"MF",0,0,0,24.3472222222222,5.59722222222222,0,0,33.3611111111111,0.4375,1.20833333333333,0.861111111111111,0.361111111111111,0.277777777777778,1.13888888888889,0,0,32.4097222222222
"US-Wi3","DBF",-91.0987,46.6347,"DBF",0,0,0,24.3472222222222,5.59722222222222,0,0,33.3611111111111,0.4375,1.20833333333333,0.861111111111111,0.361111111111111,0.277777777777778,1.13888888888889,0,0,32.4097222222222
"US-Wi4","ENF",-91.1663,46.7393,"MF",0.0138888888888889,0,0,34.6458333333333,5.26388888888889,0,0,10.0555555555556,0.00694444444444444,0.201388888888889,2.54861111111111,0,0.159722222222222,0.0277777777777778,0,0.111111111111111,46.9652777777778
"US-Wi6","OSH",-91.2982,46.6249,"WSA",0,0,0,24.3472222222222,5.59722222222222,0,0,33.3611111111111,0.4375,1.20833333333333,0.861111111111111,0.361111111111111,0.277777777777778,1.13888888888889,0,0,32.4097222222222
"US-Wi9","ENF",-91.0814,46.6188,"MF",0,0,0,24.3472222222222,5.59722222222222,0,0,33.3611111111111,0.4375,1.20833333333333,0.861111111111111,0.361111111111111,0.277777777777778,1.13888888888889,0,0,32.4097222222222
"US-Wkg","GRA",-109.9419,31.7365,"GRA",0.0138888888888889,0,0,0,0,0,60.0694444444444,0.0486111111111111,0.0138888888888889,39.0069444444444,0,0.0138888888888889,0.833333333333333,0,0,0,0
"ZM-Mon","DBF",23.2528,-15.4378,"GRA",0,0,0,0,0,0.25,0,0,1.29166666666667,96.875,1.04166666666667,0.0486111111111111,0.493055555555556,0,0,0,0
"AU-ASM","ENF",133.249,-22.283,"OSH",0,0,0,0,0,10.7777777777778,85.2916666666667,0,0,3.93055555555556,0,0,0,0,0,0,0
"AU-TTE","OSH",133.64,-22.287,"OSH",0,0,0,0,0,11.3055555555556,88.5625,0,0,0.131944444444444,0,0,0,0,0,0,0
"AU-Wom","EBF",144.0944,-37.4222,"EBF",0.472222222222222,10.9652777777778,0,0.0347222222222222,0.6875,0,0.520833333333333,3.13888888888889,7.83333333333333,55.6666666666667,0.0486111111111111,20.6041666666667,0,0,0,0,0.0277777777777778
"BR-Sa1","EBF",-54.9589,-2.8567,"EBF",0,32.6805555555556,0,0.0763888888888889,0,0.00694444444444444,0,20.9722222222222,16.8541666666667,19.4791666666667,1.07638888888889,0.0625,0,0,0,0,8.79166666666667
"CA-Gro","MF",-82.1556,48.2167,"MF",9.46527777777778,0,0.0486111111111111,4.61805555555556,74.6180555555556,0,0,8.54861111111111,0.0625,2.06944444444444,0.0833333333333333,0,0.0416666666666667,0,0,0,0.444444444444444
"CA-Oas","DBF",-106.1978,53.6289,"DBF",27.3333333333333,0,0.618055555555556,1.57638888888889,28.9722222222222,0,0,22.8263888888889,0.569444444444444,3.52777777777778,1.45138888888889,9.89583333333333,0,0.416666666666667,0,0,2.8125
"CA-Obs","ENF",-105.1178,53.9872,"ENF",13.8333333333333,0,0.1875,0.444444444444444,13.4375,0,0,54.1597222222222,0.0763888888888889,3.77777777777778,0.465277777777778,10.3958333333333,0,0.305555555555556,0,0.0208333333333333,2.89583333333333
"CA-TP1","ENF",-80.5595,42.6609,"CRO",0,0,0.0277777777777778,1.40972222222222,0.319444444444444,0,0,0.916666666666667,0.888888888888889,1.09722222222222,2.75,64.2013888888889,3.375,1.76388888888889,0,0.0416666666666667,23.2083333333333
"CA-TP2","ENF",-80.4588,42.7744,"GRA",0,0,0.0277777777777778,1.40972222222222,0.319444444444444,0,0,0.916666666666667,0.888888888888889,1.09722222222222,2.75,64.2013888888889,3.375,1.76388888888889,0,0.0416666666666667,23.2083333333333
"CA-TP3","ENF",-80.3483,42.7068,"MF",0,0,0.0277777777777778,1.40972222222222,0.319444444444444,0,0,0.916666666666667,0.888888888888889,1.09722222222222,2.75,64.2013888888889,3.375,1.76388888888889,0,0.0416666666666667,23.2083333333333
"CA-TP4","ENF",-80.3574,42.7102,"MF",0,0,0.0277777777777778,1.40972222222222,0.319444444444444,0,0,0.916666666666667,0.888888888888889,1.09722222222222,2.75,64.2013888888889,3.375,1.76388888888889,0,0.0416666666666667,23.2083333333333
"CA-TPD","DBF",-80.5577,42.6353,"DBF",0,0,0.0277777777777778,1.40972222222222,0.319444444444444,0,0,0.916666666666667,0.888888888888889,1.09722222222222,2.75,64.2013888888889,3.375,1.76388888888889,0,0.0416666666666667,23.2083333333333
"CG-Tch","SAV",11.6564,-4.2892,"SAV",0,43.3958333333333,0,0,0,0.00694444444444444,0,38.7291666666667,6.02083333333333,2.5,0.756944444444444,0.00694444444444444,0.548611111111111,0.0208333333333333,0,0,8.01388888888889
"CN-Du3","GRA",116.2809,42.0551,"GRA",0,0,0,0.256944444444444,0.826388888888889,0,0,1.13888888888889,0.0138888888888889,94.0694444444445,0.0277777777777778,3.45833333333333,0.201388888888889,0,0,0.00694444444444444,0
"CZ-BK1","ENF",18.5369,49.5021,"ENF",1.67361111111111,0,0.0208333333333333,12.1944444444444,23.1180555555556,0,0,6.99305555555556,17.625,4.71527777777778,0.694444444444444,19.0138888888889,7.84027777777778,5.375,0,0,0.736111111111111
"CZ-BK2","GRA",18.5429,49.4944,"MF",3.3125,0,0,20.5833333333333,38.8055555555556,0,0,12.6736111111111,5.80555555555556,9.77083333333333,0.229166666666667,4.34722222222222,4.45833333333333,0.00694444444444444,0,0,0.00694444444444444
"DE-Lnf","DBF",10.3678,51.3282,"DBF",0.131944444444444,0,0,8.8125,23.2083333333333,0,0,6.45833333333333,13.5138888888889,12.3888888888889,0.0277777777777778,30.9652777777778,2.82638888888889,1.66666666666667,0,0,0
"DE-Zrk","WET",12.889,53.8759,"GRA",0.444444444444444,0,0,0.645833333333333,5.43055555555556,0,0,0.951388888888889,2.92361111111111,4.44444444444444,0.465277777777778,75.4027777777778,1.89583333333333,5.84027777777778,0,0,1.55555555555556
"DK-Eng","GRA",12.1918,55.6905,"CRO",0.159722222222222,0,0,0.125,5.54166666666667,0,0,0.333333333333333,8.26388888888889,7.15277777777778,3,46.3888888888889,6.23611111111111,2.82638888888889,0,0.00694444444444444,19.9652777777778
"ES-Amo","OSH",-2.2523,36.8336,"GRA",0,0,0,0,0,0,13.1319444444444,0.0694444444444444,0.145833333333333,19.7430555555556,0.215277777777778,0.0138888888888889,1.61111111111111,0,0,0.618055555555556,64.4513888888889
"ES-LJu","OSH",-2.7521,36.9266,"OSH",0.0208333333333333,0,0,0,0,0.763888888888889,14.0347222222222,0.541666666666667,8.50694444444444,19.3680555555556,0.0972222222222222,0.00694444444444444,4.47222222222222,0,0,5.125,47.0625
"FI-Let","ENF",23.9595,60.6418,"ENF",41.6180555555556,0,0,0,12.4236111111111,0,0,31.0486111111111,3.22916666666667,8.20138888888889,0.465277777777778,0.0208333333333333,0.347222222222222,0,0,0,2.64583333333333
"FR-Gri","CRO",1.9519,48.8442,"CRO",0.00694444444444444,0,0,9.65277777777778,2.68055555555556,0,0,4.63194444444444,7.84027777777778,5.86805555555556,0.194444444444444,47.2222222222222,19.5486111111111,2.29861111111111,0,0,0.0555555555555556
"GH-Ank","EBF",-2.6942,5.2685,"EBF",0,20.9791666666667,0,0,0,0,0,17.3958333333333,45.9236111111111,0.0277777777777778,0.847222222222222,0,0.527777777777778,6.93055555555556,0,0,7.36805555555556
"MY-PSO","EBF",102.3062,2.973,"EBF",0,28.3611111111111,0,0,0,0,0,65.4583333333333,3.56944444444444,1.31944444444444,0,0.1875,0.5,0.604166666666667,0,0,0
"NL-Loo","ENF",5.7436,52.1666,"ENF",3.875,0,0,0,17.375,0,0,2.40972222222222,47.6319444444444,13.0486111111111,0.0486111111111111,1.45833333333333,5.49305555555556,8.27083333333333,0,0,0.388888888888889
"PA-SPn","DBF",-79.6346,9.3181,"SAV",0,33.7291666666667,0,0,0,0,0,18.4236111111111,13.3888888888889,1.375,1.625,0.0138888888888889,2.8125,0,0,0.0208333333333333,28.6111111111111
"PA-SPs","GRA",-79.6314,9.3138,"SAV",0,33.7291666666667,0,0,0,0,0,18.4236111111111,13.3888888888889,1.375,1.625,0.0138888888888889,2.8125,0,0,0.0208333333333333,28.6111111111111
"US-Atq","WET",-157.4089,70.4696,"GRA",0,0,0,0,0,0,26.1388888888889,0,0,45.2222222222222,11.3402777777778,0,0,0,0,0.0347222222222222,17.2638888888889
"US-CRT","CRO",-83.3471,41.6285,"CRO",0,0,0,0.375,0,0,0,0.784722222222222,0.951388888888889,1.97916666666667,3.76388888888889,51.7847222222222,11.2986111111111,2.84722222222222,0,0.0277777777777778,26.1875
"US-Goo","GRA",-89.8735,34.2547,"WSA",0.0555555555555556,0,0,25.8611111111111,7.82638888888889,0,0,35.5069444444444,6.68055555555556,2.72222222222222,0.229166666666667,16.0416666666667,0.215277777777778,1.86805555555556,0,0,2.99305555555556
"US-IB2","GRA",-88.241,41.8406,"GRA",0,0,0,1.33333333333333,0,0,0,0.333333333333333,5.8125,8.46527777777778,0.194444444444444,26.2083333333333,56.3541666666667,1.29861111111111,0,0,0
"US-Ivo","WET",-155.7503,68.4865,"OSH",0,0,0,0,0,0,46.5972222222222,0,0,41.5208333333333,0.0902777777777778,0,0,0,0.930555555555555,10.8125,0.0486111111111111
"US-KS1","ENF",-80.6709,28.4583,"SAV",0,0.1875,0,0,0,0,0,0.541666666666667,2.30555555555556,0.125,0.979166666666667,0,1.625,0,0,0.0416666666666667,94.1944444444444
"US-Lin","CRO",-119.8423,36.3566,"CRO",0,0,0,0,0,0.00694444444444444,8.375,0,0.548611111111111,14.6805555555556,0,74.625,1.55555555555556,0.0833333333333333,0,0,0.125
"US-Me3","ENF",-121.6078,44.3154,"WSA",46.4930555555556,0,0,0,0.465277777777778,0,0,18.0277777777778,4.63194444444444,23.7847222222222,0.333333333333333,0.0694444444444444,1.91666666666667,0,0.0625,4.02777777777778,0.1875
"US-Me5","ENF",-121.5668,44.4372,"ENF",8.33333333333333,0,0,0,0,0,0,6.98611111111111,4.28472222222222,75.9236111111111,0.486111111111111,2.71527777777778,0.833333333333333,0,0,0.4375,0
"US-Oho","DBF",-83.8438,41.5545,"DBF",0,0,0.0138888888888889,2.03472222222222,0,0,0,2.79861111111111,2.79861111111111,1.66666666666667,0.354166666666667,78.5208333333333,5.82638888888889,5.95138888888889,0,0,0.0347222222222222
"US-Prr","ENF",-147.4876,65.1237,"WSA",21.1111111111111,0,0.0555555555555556,0.819444444444445,3.47916666666667,0,2.84027777777778,69.2847222222222,0.458333333333333,1.1875,0.25,0,0,0,0,0.0486111111111111,0.465277777777778
"US-SRC","OSH",-110.8395,31.9083,"OSH",0.666666666666667,0,0,0,0,0,54.0972222222222,0.6875,1.8125,40.0555555555556,0,0.0833333333333333,1.23611111111111,0,0,1.36111111111111,0
"US-Sta","OSH",-106.8024,41.3966,"GRA",0.0486111111111111,0,0,0,0,0,0,7.63194444444444,0.784722222222222,90.9583333333333,0,0.5625,0,0,0,0.0138888888888889,0
"US-WPT","WET",-82.9962,41.4646,"WET",0,0,0,0.451388888888889,0,0,0,0.0277777777777778,0.965277777777778,0.861111111111111,1.46527777777778,87.8055555555556,2.77083333333333,2.3125,0,0.0208333333333333,3.31944444444444
"US-Wi1","DBF",-91.2329,46.7305,"DBF",0,0,0,24.3472222222222,5.59722222222222,0,0,33.3611111111111,0.4375,1.20833333333333,0.861111111111111,0.361111111111111,0.277777777777778,1.13888888888889,0,0,32.4097222222222
"US-Wi2","ENF",-91.1528,46.6869,"MF",0,0,0,24.3472222222222,5.59722222222222,0,0,33.3611111111111,0.4375,1.20833333333333,0.861111111111111,0.361111111111111,0.277777777777778,1.13888888888889,0,0,32.4097222222222
"US-Wi5","ENF",-91.0858,46.6531,"DBF",0,0,0,24.3472222222222,5.59722222222222,0,0,33.3611111111111,0.4375,1.20833333333333,0.861111111111111,0.361111111111111,0.277777777777778,1.13888888888889,0,0,32.4097222222222
"US-Wi7","OSH",-91.0693,46.6491,"WSA",0,0,0,24.3472222222222,5.59722222222222,0,0,33.3611111111111,0.4375,1.20833333333333,0.861111111111111,0.361111111111111,0.277777777777778,1.13888888888889,0,0,32.4097222222222
"US-Wi8","DBF",-91.2524,46.7223,"DBF",0,0,0,24.3472222222222,5.59722222222222,0,0,33.3611111111111,0.4375,1.20833333333333,0.861111111111111,0.361111111111111,0.277777777777778,1.13888888888889,0,0,32.4097222222222
